sourceId,sourcePage,sourceType,treatment,destinationSectionId,destinationRoute,citationStatus,rightsStatus,publicPrivacyStatus,migrationStatus,editorialNote
p265,14,table,preserved,RB1,/case/roadblocks/tradition/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p267,14,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p268,14,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p269,14,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p270,14,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p271,14,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p272,14,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p273,14,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p274,14,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p275,14,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p276,14,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p277,14,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p278,14,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p279,15,heading,rewritten-for-clarity,RB2,/case/roadblocks/image-of-god/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p280,15,list-item,preserved,RB2,/case/roadblocks/image-of-god/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p281,15,list-item,preserved,RB2,/case/roadblocks/image-of-god/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p282,15,list-item,preserved,RB2,/case/roadblocks/image-of-god/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p283,15,scripture,preserved,RB2,/case/roadblocks/image-of-god/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p284,15,list-item,preserved,RB2,/case/roadblocks/image-of-god/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p285,15,scripture,preserved,RB2,/case/roadblocks/image-of-god/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p286,15,list-item,preserved,RB2,/case/roadblocks/image-of-god/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p287,15,scripture,preserved,RB2,/case/roadblocks/image-of-god/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p288,15,scripture,preserved,RB2,/case/roadblocks/image-of-god/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p289,15,scripture,preserved,RB2,/case/roadblocks/image-of-god/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p290,15,list-item,preserved,RB2,/case/roadblocks/image-of-god/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p291,15,scripture,preserved,RB2,/case/roadblocks/image-of-god/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p292,15,scripture,preserved,RB2,/case/roadblocks/image-of-god/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p293,15,scripture,preserved,RB2,/case/roadblocks/image-of-god/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p294,15,scripture,preserved,RB2,/case/roadblocks/image-of-god/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p295,15,scripture,preserved,RB2,/case/roadblocks/image-of-god/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p296,15,scripture,preserved,RB2,/case/roadblocks/image-of-god/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p297,15,paragraph,preserved,RB2,/case/roadblocks/image-of-god/,verified,not-applicable,safe,approved,Substantive content carried into the destination page.
p298,16,list-item,preserved,RB2,/case/roadblocks/image-of-god/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p299,16,paragraph,preserved,RB2,/case/roadblocks/image-of-god/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p300,16,paragraph,preserved,RB2,/case/roadblocks/image-of-god/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p301,16,paragraph,preserved,RB2,/case/roadblocks/image-of-god/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p302,16,scripture,preserved,RB2,/case/roadblocks/image-of-god/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p303,16,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p304,16,heading,rewritten-for-clarity,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p305,16,paragraph,preserved,RB3,/case/roadblocks/infinite-punishment/,verified,not-applicable,safe,approved,Substantive content carried into the destination page.
p306,16,paragraph,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p307,16,paragraph,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p308,16,paragraph,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p309,16,paragraph,preserved,RB3,/case/roadblocks/infinite-punishment/,verified,not-applicable,safe,approved,Substantive content carried into the destination page.
p310,16,paragraph,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p311,16,paragraph,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p312,16,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p313,16,scripture,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p314,16,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p315,16,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p316,16,scripture,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p317,17,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p318,17,scripture,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p319,17,scripture,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p320,17,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p321,17,scripture,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p322,17,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p323,17,scripture,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p324,17,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p325,17,scripture,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p326,17,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p327,17,scripture,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p328,17,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p329,17,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p330,17,scripture,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p331,17,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p332,17,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p333,17,scripture,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p334,17,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p335,17,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p336,18,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p337,18,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p338,18,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p339,18,scripture,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p340,18,scripture,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p341,18,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p342,18,scripture,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p343,18,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p344,18,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,verified,not-applicable,safe,approved,Substantive content carried into the destination page.
p345,18,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p346,18,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p347,18,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p348,18,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p349,18,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p350,18,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p351,18,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p352,18,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p353,18,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p354,18,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p355,19,scripture,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p356,19,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p357,19,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p358,19,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p359,19,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p360,19,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p361,19,paragraph,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p362,19,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p363,19,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p364,19,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p365,19,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p366,19,scripture,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p367,19,scripture,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p368,19,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p369,19,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p370,19,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p371,19,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p372,19,list-item,preserved,RB3,/case/roadblocks/infinite-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p373,19,heading,rewritten-for-clarity,S01,/case/key-texts/mark-9/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p374,20,scripture,rewritten-for-clarity,S01,/case/key-texts/mark-9/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p375,20,paragraph,preserved,S01,/case/key-texts/mark-9/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p376,20,scripture,preserved,S01,/case/key-texts/mark-9/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p377,20,list-item,preserved,S01,/case/key-texts/mark-9/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p378,20,list-item,preserved,S01,/case/key-texts/mark-9/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p379,20,list-item,preserved,S01,/case/key-texts/mark-9/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p380,20,scripture,preserved,S01,/case/key-texts/mark-9/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p381,20,list-item,preserved,S01,/case/key-texts/mark-9/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p382,20,list-item,preserved,S01,/case/key-texts/mark-9/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p383,20,list-item,preserved,S01,/case/key-texts/mark-9/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p384,20,paragraph,preserved,S01,/case/key-texts/mark-9/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p385,20,list-item,preserved,S01,/case/key-texts/mark-9/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p386,20,list-item,preserved,S01,/case/key-texts/mark-9/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p387,20,scripture,preserved,S01,/case/key-texts/mark-9/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p388,20,scripture,preserved,S01,/case/key-texts/mark-9/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p389,20,list-item,preserved,S01,/case/key-texts/mark-9/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p390,20,scripture,preserved,S01,/case/key-texts/mark-9/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p391,20,scripture,preserved,S01,/case/key-texts/mark-9/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p392,20,list-item,preserved,S01,/case/key-texts/mark-9/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p393,20,list-item,preserved,S01,/case/key-texts/mark-9/,verified,not-applicable,safe,approved,Substantive content carried into the destination page.
p394,21,scripture,preserved,S01,/case/key-texts/mark-9/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p395,21,scripture,preserved,S01,/case/key-texts/mark-9/,verified,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p396,21,list-item,preserved,S01,/case/key-texts/mark-9/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p397,21,scripture,preserved,S01,/case/key-texts/mark-9/,verified,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p398,21,scripture,rewritten-for-clarity,S02,/case/key-texts/revelation-14/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p399,21,paragraph,preserved,S02,/case/key-texts/revelation-14/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p400,21,paragraph,preserved,S02,/case/key-texts/revelation-14/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p401,21,list-item,preserved,S02,/case/key-texts/revelation-14/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p402,21,list-item,preserved,S02,/case/key-texts/revelation-14/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p403,21,scripture,preserved,S02,/case/key-texts/revelation-14/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p404,21,list-item,preserved,S02,/case/key-texts/revelation-14/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p405,21,scripture,preserved,S02,/case/key-texts/revelation-14/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p406,21,scripture,preserved,S02,/case/key-texts/revelation-14/,verified,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p407,21,scripture,preserved,S02,/case/key-texts/revelation-14/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p408,21,list-item,preserved,S02,/case/key-texts/revelation-14/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p409,21,list-item,preserved,S02,/case/key-texts/revelation-14/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p410,21,list-item,preserved,S02,/case/key-texts/revelation-14/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p411,21,list-item,preserved,S02,/case/key-texts/revelation-14/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p412,21,list-item,preserved,S02,/case/key-texts/revelation-14/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p413,22,scripture,preserved,S02,/case/key-texts/revelation-14/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p414,22,image,relocated,S02,/case/key-texts/revelation-14/,not-required,not-applicable,safe,approved,"Image content rebuilt as text, a semantic table or an accessible SVG. See the media disposition record."
p415,22,list-item,preserved,S02,/case/key-texts/revelation-14/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p416,22,paragraph,preserved,S02,/case/key-texts/revelation-14/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p417,22,paragraph,preserved,S02,/case/key-texts/revelation-14/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p418,22,paragraph,preserved,S02,/case/key-texts/revelation-14/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p419,22,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p420,22,scripture,rewritten-for-clarity,S03,/case/key-texts/lake-of-fire/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p421,22,scripture,preserved,S03,/case/key-texts/lake-of-fire/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p422,22,list-item,preserved,S03,/case/key-texts/lake-of-fire/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p423,22,list-item,preserved,S03,/case/key-texts/lake-of-fire/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p424,22,list-item,preserved,S03,/case/key-texts/lake-of-fire/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p425,22,list-item,preserved,S03,/case/key-texts/lake-of-fire/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p426,22,list-item,preserved,S03,/case/key-texts/lake-of-fire/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p427,22,list-item,preserved,S03,/case/key-texts/lake-of-fire/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p428,22,list-item,preserved,S03,/case/key-texts/lake-of-fire/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p429,22,list-item,preserved,S03,/case/key-texts/lake-of-fire/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p430,22,list-item,preserved,S03,/case/key-texts/lake-of-fire/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p431,22,scripture,preserved,S03,/case/key-texts/lake-of-fire/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p432,23,list-item,preserved,S03,/case/key-texts/lake-of-fire/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p433,23,list-item,preserved,S03,/case/key-texts/lake-of-fire/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p434,23,list-item,preserved,S03,/case/key-texts/lake-of-fire/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p435,23,list-item,preserved,S03,/case/key-texts/lake-of-fire/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p436,23,scripture,preserved,S03,/case/key-texts/lake-of-fire/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p437,23,list-item,preserved,S03,/case/key-texts/lake-of-fire/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p438,23,list-item,preserved,S03,/case/key-texts/lake-of-fire/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p439,23,scripture,preserved,S03,/case/key-texts/lake-of-fire/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p440,23,list-item,preserved,S03,/case/key-texts/lake-of-fire/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p441,23,list-item,preserved,S03,/case/key-texts/lake-of-fire/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p442,23,scripture,preserved,S03,/case/key-texts/lake-of-fire/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p443,23,scripture,preserved,S03,/case/key-texts/lake-of-fire/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p444,23,list-item,preserved,S03,/case/key-texts/lake-of-fire/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p445,23,list-item,preserved,S03,/case/key-texts/lake-of-fire/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p446,23,other,omitted-as-formatting-only,,,not-required,not-applicable,safe,approved,Empty paragraph used for spacing in the source document.
p447,23,heading,rewritten-for-clarity,S04,/case/key-texts/eternal-punishment/,not-required,not-applicable,safe,approved,"Section heading, restated as the page title in the registry."
p448,23,scripture,preserved,S04,/case/key-texts/eternal-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p449,23,scripture,preserved,S04,/case/key-texts/eternal-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p450,23,scripture,preserved,S04,/case/key-texts/eternal-punishment/,not-required,public-domain,safe,approved,Scripture reference or quotation. Full displays render the public-domain World English Bible from the verified corpus rather than the copyrighted translation used in the source document.
p451,24,list-item,preserved,S04,/case/key-texts/eternal-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p452,24,list-item,preserved,S04,/case/key-texts/eternal-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p453,24,list-item,preserved,S04,/case/key-texts/eternal-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p454,24,list-item,preserved,S04,/case/key-texts/eternal-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
p455,24,list-item,preserved,S04,/case/key-texts/eternal-punishment/,not-required,not-applicable,safe,approved,Substantive content carried into the destination page.
